listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
14222,24/04/2025,f,35,,7,1125
14222,25/04/2025,f,35,,7,1125
14222,26/04/2025,f,35,,7,1125
14222,27/04/2025,f,35,,7,1125
14222,28/04/2025,f,35,,7,1125
14222,29/04/2025,f,35,,7,1125
14222,30/04/2025,f,35,,7,1125
14222,01/05/2025,f,35,,7,1125
14222,02/05/2025,f,35,,7,1125
14222,03/05/2025,f,35,,7,1125
14222,04/05/2025,f,35,,7,1125
14222,05/05/2025,f,35,,7,1125
14222,06/05/2025,f,35,,7,1125
14222,07/05/2025,f,35,,7,1125
14222,08/05/2025,f,35,,7,1125
14222,09/05/2025,f,35,,7,1125
14222,10/05/2025,f,35,,7,1125
14222,11/05/2025,f,35,,7,1125
14222,12/05/2025,f,35,,7,1125
14222,13/05/2025,f,35,,7,1125
14222,14/05/2025,f,35,,7,1125
14222,15/05/2025,f,35,,7,1125
14222,16/05/2025,f,35,,7,1125
14222,17/05/2025,f,35,,7,1125
14222,18/05/2025,f,35,,7,1125
14222,19/05/2025,f,35,,7,1125
14222,20/05/2025,f,35,,7,1125
14222,21/05/2025,f,35,,7,1125
14222,22/05/2025,f,35,,7,1125
14222,23/05/2025,f,35,,7,1125
14222,24/05/2025,f,35,,7,1125
14222,25/05/2025,f,35,,7,1125
14222,26/05/2025,f,35,,7,1125
14222,27/05/2025,f,35,,7,1125
14222,28/05/2025,f,35,,7,1125
14222,29/05/2025,f,35,,7,1125
14222,30/05/2025,f,35,,7,1125
14222,31/05/2025,f,35,,7,1125
14222,01/06/2025,f,35,,7,1125
14222,02/06/2025,f,35,,7,1125
14222,03/06/2025,f,35,,7,1125
14222,04/06/2025,f,35,,7,1125
14222,05/06/2025,f,35,,7,1125
14222,06/06/2025,f,35,,7,1125
14222,07/06/2025,f,35,,7,1125
14222,08/06/2025,f,35,,7,1125
14222,09/06/2025,f,35,,7,1125
14222,10/06/2025,f,35,,7,1125
14222,11/06/2025,f,35,,7,1125
14222,12/06/2025,f,35,,7,1125
14222,13/06/2025,f,35,,7,1125
14222,14/06/2025,f,35,,7,1125
14222,15/06/2025,f,35,,7,1125
14222,16/06/2025,f,35,,7,1125
14222,17/06/2025,f,35,,7,1125
14222,18/06/2025,f,35,,7,1125
14222,19/06/2025,f,35,,7,1125
14222,20/06/2025,f,35,,7,1125
14222,21/06/2025,f,35,,7,1125
14222,22/06/2025,f,35,,7,1125
14222,23/06/2025,f,35,,7,1125
14222,24/06/2025,f,35,,7,1125
14222,25/06/2025,f,35,,7,1125
14222,26/06/2025,f,35,,7,1125
14222,27/06/2025,f,35,,7,1125
14222,28/06/2025,f,35,,7,1125
14222,29/06/2025,f,35,,7,1125
14222,30/06/2025,f,35,,7,1125
14222,01/07/2025,f,35,,7,1125
14222,02/07/2025,f,35,,7,1125
14222,03/07/2025,f,35,,7,1125
14222,04/07/2025,f,35,,7,1125
14222,05/07/2025,f,35,,7,1125
14222,06/07/2025,f,35,,7,1125
14222,07/07/2025,f,35,,7,1125
14222,08/07/2025,f,35,,7,1125
14222,09/07/2025,f,35,,7,1125
14222,10/07/2025,f,35,,7,1125
14222,11/07/2025,f,35,,7,1125
14222,12/07/2025,f,35,,7,1125
14222,13/07/2025,f,35,,7,1125
14222,14/07/2025,f,35,,7,1125
14222,15/07/2025,f,35,,7,1125
14222,16/07/2025,f,35,,7,1125
14222,17/07/2025,f,35,,7,1125
14222,18/07/2025,f,35,,7,1125
14222,19/07/2025,f,35,,7,1125
14222,20/07/2025,f,35,,7,1125
14222,21/07/2025,f,35,,7,1125
14222,22/07/2025,f,35,,7,1125
14222,23/07/2025,f,35,,7,1125
14222,24/07/2025,f,35,,7,1125
14222,25/07/2025,f,35,,7,1125
14222,26/07/2025,f,35,,7,1125
14222,27/07/2025,f,35,,7,1125
14222,28/07/2025,f,35,,7,1125
14222,29/07/2025,f,35,,7,1125
14222,30/07/2025,f,35,,7,1125
14222,31/07/2025,f,35,,7,1125
14222,01/08/2025,f,35,,7,1125
14222,02/08/2025,f,35,,7,1125
14222,03/08/2025,f,35,,7,1125
14222,04/08/2025,f,35,,7,1125
14222,05/08/2025,f,35,,7,1125
14222,06/08/2025,f,35,,7,1125
14222,07/08/2025,f,35,,7,1125
14222,08/08/2025,f,35,,7,1125
14222,09/08/2025,f,35,,7,1125
14222,10/08/2025,f,35,,7,1125
14222,11/08/2025,f,35,,7,1125
14222,12/08/2025,f,35,,7,1125
14222,13/08/2025,f,35,,7,1125
14222,14/08/2025,f,35,,7,1125
14222,15/08/2025,f,35,,7,1125
14222,16/08/2025,f,35,,7,1125
14222,17/08/2025,f,35,,7,1125
14222,18/08/2025,f,35,,7,1125
14222,19/08/2025,f,35,,7,1125
14222,20/08/2025,f,35,,7,1125
14222,21/08/2025,f,35,,7,1125
14222,22/08/2025,f,35,,7,1125
14222,23/08/2025,f,35,,7,1125
14222,24/08/2025,f,35,,7,1125
14222,25/08/2025,f,35,,7,1125
14222,26/08/2025,f,35,,7,1125
14222,27/08/2025,f,35,,7,1125
14222,28/08/2025,f,35,,7,1125
14222,29/08/2025,f,35,,7,1125
14222,30/08/2025,f,35,,7,1125
14222,31/08/2025,f,35,,7,1125
14222,01/09/2025,f,35,,7,1125
14222,02/09/2025,f,35,,7,1125
14222,03/09/2025,f,35,,7,1125
14222,04/09/2025,f,35,,7,1125
